"l1","l2","a11","a12","a21","a22","N1","N2","E1","S1","E2","S2","Rare","Asy","cor"
17,11,2.50,0.30,0.10,0.90,5.13,10.54,1.54,2.53,0.64,10.36,0.32,-7.82,21.18
18,11,2.50,0.30,0.10,0.90,5.54,10.49,1.63,2.53,0.61,10.71,0.34,-8.17,20.24
11,12,2.50,0.30,0.10,0.90,2.56,11.93,0.91,2.57,1.09,7.85,0.17,-5.28,24.73
12,12,2.50,0.30,0.10,0.90,2.97,11.89,1.00,2.57,1.00,8.33,0.19,-5.76,25.68
13,12,2.50,0.30,0.10,0.90,3.37,11.84,1.08,2.57,0.92,8.78,0.22,-6.21,26.29
14,12,2.50,0.30,0.10,0.90,3.78,11.80,1.16,2.57,0.85,9.21,0.24,-6.63,26.62
15,12,2.50,0.30,0.10,0.90,4.18,11.75,1.25,2.57,0.80,9.61,0.26,-7.04,26.64
16,12,2.50,0.30,0.10,0.90,4.59,11.71,1.33,2.57,0.75,10.00,0.28,-7.42,26.45
17,12,2.50,0.30,0.10,0.90,5.00,11.66,1.41,2.57,0.70,10.36,0.30,-7.79,25.94
18,12,2.50,0.30,0.10,0.90,5.40,11.62,1.50,2.57,0.66,10.71,0.31,-8.14,25.31
19,12,2.50,0.30,0.10,0.90,5.81,11.57,1.58,2.57,0.63,11.04,0.33,-8.47,24.39
11,13,2.50,0.30,0.10,0.90,2.43,13.06,0.84,2.60,1.18,7.85,0.15,-5.25,27.90
12,13,2.50,0.30,0.10,0.90,2.83,13.01,0.92,2.60,1.08,8.33,0.17,-5.73,29.16
13,13,2.50,0.30,0.10,0.90,3.24,12.97,1.00,2.60,1.00,8.78,0.19,-6.18,30.06
14,13,2.50,0.30,0.10,0.90,3.64,12.92,1.07,2.60,0.92,9.21,0.21,-6.61,30.67
15,13,2.50,0.30,0.10,0.90,4.05,12.88,1.15,2.60,0.86,9.61,0.23,-7.01,30.94
16,13,2.50,0.30,0.10,0.90,4.45,12.83,1.23,2.60,0.81,10.00,0.25,-7.40,31.00
17,13,2.50,0.30,0.10,0.90,4.86,12.79,1.30,2.60,0.76,10.36,0.27,-7.76,30.76
18,13,2.50,0.30,0.10,0.90,5.27,12.74,1.38,2.60,0.72,10.71,0.29,-8.11,30.29
19,13,2.50,0.30,0.10,0.90,5.67,12.70,1.46,2.60,0.68,11.04,0.30,-8.44,29.66
20,13,2.50,0.30,0.10,0.90,6.08,12.65,1.53,2.60,0.65,11.36,0.32,-8.76,28.77
11,14,2.50,0.30,0.10,0.90,2.29,14.18,0.78,2.62,1.27,7.85,0.13,-5.23,31.09
12,14,2.50,0.30,0.10,0.90,2.70,14.14,0.85,2.62,1.16,8.33,0.16,-5.70,32.66
13,14,2.50,0.30,0.10,0.90,3.10,14.09,0.92,2.62,1.07,8.78,0.18,-6.15,33.84
14,14,2.50,0.30,0.10,0.90,3.51,14.05,1.00,2.62,1.00,9.21,0.19,-6.58,34.72
15,14,2.50,0.30,0.10,0.90,3.91,14.00,1.07,2.62,0.93,9.61,0.21,-6.99,35.26
16,14,2.50,0.30,0.10,0.90,4.32,13.96,1.14,2.62,0.87,10.00,0.23,-7.37,35.57
17,14,2.50,0.30,0.10,0.90,4.72,13.91,1.21,2.62,0.82,10.36,0.25,-7.74,35.56
18,14,2.50,0.30,0.10,0.90,5.13,13.87,1.28,2.62,0.77,10.71,0.27,-8.08,35.35
19,14,2.50,0.30,0.10,0.90,5.54,13.82,1.35,2.62,0.73,11.04,0.28,-8.42,34.85
20,14,2.50,0.30,0.10,0.90,5.94,13.78,1.42,2.62,0.70,11.36,0.30,-8.73,34.26
11,15,2.50,0.30,0.10,0.90,2.16,15.31,0.73,2.64,1.36,7.85,0.12,-5.21,34.25
12,15,2.50,0.30,0.10,0.90,2.56,15.27,0.80,2.64,1.25,8.33,0.14,-5.68,36.15
13,15,2.50,0.30,0.10,0.90,2.97,15.22,0.86,2.64,1.15,8.78,0.16,-6.13,37.60
14,15,2.50,0.30,0.10,0.90,3.37,15.18,0.93,2.64,1.07,9.21,0.18,-6.56,38.79
15,15,2.50,0.30,0.10,0.90,3.78,15.13,1.00,2.64,1.00,9.61,0.19,-6.96,39.55
16,15,2.50,0.30,0.10,0.90,4.18,15.09,1.06,2.64,0.93,10.00,0.21,-7.35,40.14
17,15,2.50,0.30,0.10,0.90,4.59,15.04,1.13,2.64,0.88,10.36,0.23,-7.71,40.33
18,15,2.50,0.30,0.10,0.90,5.00,15.00,1.20,2.64,0.83,10.71,0.25,-8.06,40.35
19,15,2.50,0.30,0.10,0.90,5.40,14.95,1.26,2.64,0.78,11.04,0.26,-8.39,40.11
20,15,2.50,0.30,0.10,0.90,5.81,14.90,1.33,2.64,0.75,11.36,0.28,-8.71,39.63
11,16,2.50,0.30,0.10,0.90,2.02,16.44,0.68,2.66,1.45,7.85,0.10,-5.19,37.41
12,16,2.50,0.30,0.10,0.90,2.43,16.39,0.75,2.66,1.33,8.33,0.12,-5.66,39.57
13,16,2.50,0.30,0.10,0.90,2.83,16.35,0.81,2.66,1.23,8.78,0.14,-6.11,41.37
14,16,2.50,0.30,0.10,0.90,3.24,16.30,0.87,2.66,1.14,9.21,0.16,-6.54,42.77
15,16,2.50,0.30,0.10,0.90,3.64,16.26,0.93,2.66,1.06,9.61,0.18,-6.94,43.85
16,16,2.50,0.30,0.10,0.90,4.05,16.21,1.00,2.66,1.00,10.00,0.19,-7.33,44.62
17,16,2.50,0.30,0.10,0.90,4.45,16.17,1.06,2.66,0.94,10.36,0.21,-7.69,45.12
18,16,2.50,0.30,0.10,0.90,4.86,16.12,1.12,2.66,0.88,10.71,0.23,-8.04,45.32
19,16,2.50,0.30,0.10,0.90,5.27,16.08,1.18,2.66,0.84,11.04,0.24,-8.37,45.29
20,16,2.50,0.30,0.10,0.90,5.67,16.03,1.25,2.66,0.80,11.36,0.26,-8.69,45.06
11,17,2.50,0.30,0.10,0.90,1.89,17.56,0.64,2.68,1.54,7.85,0.09,-5.17,40.50
12,17,2.50,0.30,0.10,0.90,2.29,17.52,0.70,2.68,1.41,8.33,0.11,-5.64,43.02
13,17,2.50,0.30,0.10,0.90,2.70,17.47,0.76,2.68,1.30,8.78,0.13,-6.09,45.04
14,17,2.50,0.30,0.10,0.90,3.10,17.43,0.82,2.68,1.21,9.21,0.15,-6.52,46.78
15,17,2.50,0.30,0.10,0.90,3.51,17.38,0.88,2.68,1.13,9.61,0.16,-6.93,48.05
16,17,2.50,0.30,0.10,0.90,3.91,17.34,0.94,2.68,1.06,10.00,0.18,-7.31,49.15
17,17,2.50,0.30,0.10,0.90,4.32,17.29,1.00,2.68,1.00,10.36,0.19,-7.68,49.80
18,17,2.50,0.30,0.10,0.90,4.72,17.25,1.05,2.68,0.94,10.71,0.21,-8.03,50.30
19,17,2.50,0.30,0.10,0.90,5.13,17.20,1.11,2.68,0.89,11.04,0.22,-8.36,50.45
20,17,2.50,0.30,0.10,0.90,5.54,17.16,1.17,2.68,0.85,11.36,0.24,-8.67,50.43
11,18,2.50,0.30,0.10,0.90,1.75,18.69,0.61,2.70,1.63,7.85,0.08,-5.15,43.62
12,18,2.50,0.30,0.10,0.90,2.16,18.64,0.66,2.70,1.50,8.33,0.10,-5.63,46.39
13,18,2.50,0.30,0.10,0.90,2.56,18.60,0.72,2.70,1.38,8.78,0.12,-6.08,48.76
14,18,2.50,0.30,0.10,0.90,2.97,18.55,0.77,2.70,1.28,9.21,0.13,-6.51,50.71
15,18,2.50,0.30,0.10,0.90,3.37,18.51,0.83,2.70,1.20,9.61,0.15,-6.91,52.30
16,18,2.50,0.30,0.10,0.90,3.78,18.46,0.88,2.70,1.12,10.00,0.16,-7.30,53.58
17,18,2.50,0.30,0.10,0.90,4.18,18.42,0.94,2.70,1.05,10.36,0.18,-7.66,54.53
18,18,2.50,0.30,0.10,0.90,4.59,18.37,1.00,2.70,1.00,10.71,0.19,-8.01,55.18
19,18,2.50,0.30,0.10,0.90,5.00,18.33,1.05,2.70,0.94,11.04,0.21,-8.34,55.58
20,18,2.50,0.30,0.10,0.90,5.40,18.28,1.11,2.70,0.90,11.36,0.22,-8.66,55.77
11,19,2.50,0.30,0.10,0.90,1.62,19.81,0.57,2.71,1.72,7.85,0.07,-5.14,46.74
12,19,2.50,0.30,0.10,0.90,2.02,19.77,0.63,2.71,1.58,8.33,0.09,-5.61,49.87
13,19,2.50,0.30,0.10,0.90,2.43,19.72,0.68,2.71,1.46,8.78,0.10,-6.06,52.47
14,19,2.50,0.30,0.10,0.90,2.83,19.68,0.73,2.71,1.35,9.21,0.12,-6.49,54.76
15,19,2.50,0.30,0.10,0.90,3.24,19.63,0.78,2.71,1.26,9.61,0.14,-6.90,56.54
16,19,2.50,0.30,0.10,0.90,3.64,19.59,0.84,2.71,1.18,10.00,0.15,-7.28,58.13
17,19,2.50,0.30,0.10,0.90,4.05,19.54,0.89,2.71,1.11,10.36,0.17,-7.65,59.24
18,19,2.50,0.30,0.10,0.90,4.45,19.50,0.94,2.71,1.05,10.71,0.18,-8.00,60.20
19,19,2.50,0.30,0.10,0.90,4.86,19.45,1.00,2.71,1.00,11.04,0.19,-8.33,60.76
20,19,2.50,0.30,0.10,0.90,5.27,19.41,1.05,2.71,0.95,11.36,0.21,-8.64,61.15
11,20,2.50,0.30,0.10,0.90,1.48,20.94,0.55,2.72,1.81,7.85,0.06,-5.12,49.91
12,20,2.50,0.30,0.10,0.90,1.89,20.90,0.60,2.72,1.66,8.33,0.08,-5.60,53.32
13,20,2.50,0.30,0.10,0.90,2.29,20.85,0.65,2.72,1.53,8.78,0.09,-6.05,56.23
14,20,2.50,0.30,0.10,0.90,2.70,20.81,0.70,2.72,1.42,9.21,0.11,-6.48,58.76
15,20,2.50,0.30,0.10,0.90,3.10,20.76,0.75,2.72,1.33,9.61,0.12,-6.88,60.83
16,20,2.50,0.30,0.10,0.90,3.51,20.72,0.80,2.72,1.25,10.00,0.14,-7.27,62.64
17,20,2.50,0.30,0.10,0.90,3.91,20.67,0.85,2.72,1.17,10.36,0.15,-7.63,64.02
18,20,2.50,0.30,0.10,0.90,4.32,20.63,0.90,2.72,1.11,10.71,0.17,-7.98,65.15
19,20,2.50,0.30,0.10,0.90,4.72,20.58,0.95,2.72,1.05,11.04,0.18,-8.31,65.97
20,20,2.50,0.30,0.10,0.90,5.13,20.54,1.00,2.72,1.00,11.36,0.19,-8.63,66.57
11,11,3.00,0.30,0.10,0.90,2.24,10.86,1.00,2.53,1.00,8.25,0.17,-5.71,24.65
12,11,3.00,0.30,0.10,0.90,2.58,10.82,1.09,2.53,0.91,8.78,0.19,-6.24,25.75
13,11,3.00,0.30,0.10,0.90,2.92,10.78,1.18,2.53,0.84,9.28,0.21,-6.74,26.52
14,11,3.00,0.30,0.10,0.90,3.25,10.74,1.27,2.53,0.78,9.76,0.23,-7.22,27.07
15,11,3.00,0.30,0.10,0.90,3.59,10.71,1.36,2.53,0.73,10.22,0.25,-7.68,27.37
16,11,3.00,0.30,0.10,0.90,3.93,10.67,1.45,2.53,0.68,10.66,0.26,-8.12,27.39
17,11,3.00,0.30,0.10,0.90,4.26,10.63,1.54,2.53,0.64,11.08,0.28,-8.54,27.23
18,11,3.00,0.30,0.10,0.90,4.60,10.59,1.63,2.53,0.61,11.48,0.30,-8.95,26.80
19,11,3.00,0.30,0.10,0.90,4.94,10.56,1.72,2.53,0.57,11.87,0.31,-9.33,26.24
20,11,3.00,0.30,0.10,0.90,5.28,10.52,1.81,2.53,0.55,12.24,0.33,-9.70,25.44
11,12,3.00,0.30,0.10,0.90,2.13,11.98,0.91,2.57,1.09,8.25,0.15,-5.67,27.97
12,12,3.00,0.30,0.10,0.90,2.47,11.94,1.00,2.57,1.00,8.78,0.17,-6.20,29.40
13,12,3.00,0.30,0.10,0.90,2.80,11.91,1.08,2.57,0.92,9.28,0.19,-6.71,30.56
14,12,3.00,0.30,0.10,0.90,3.14,11.87,1.16,2.57,0.85,9.76,0.20,-7.19,31.38
15,12,3.00,0.30,0.10,0.90,3.48,11.83,1.25,2.57,0.80,10.22,0.22,-7.65,31.93
16,12,3.00,0.30,0.10,0.90,3.82,11.79,1.33,2.57,0.75,10.66,0.24,-8.09,32.23
17,12,3.00,0.30,0.10,0.90,4.15,11.76,1.41,2.57,0.70,11.08,0.26,-8.51,32.38
18,12,3.00,0.30,0.10,0.90,4.49,11.72,1.50,2.57,0.66,11.48,0.27,-8.91,32.20
19,12,3.00,0.30,0.10,0.90,4.83,11.68,1.58,2.57,0.63,11.87,0.29,-9.30,31.85
20,12,3.00,0.30,0.10,0.90,5.16,11.64,1.66,2.57,0.60,12.24,0.30,-9.67,31.33
11,13,3.00,0.30,0.10,0.90,2.02,13.10,0.84,2.60,1.18,8.25,0.13,-5.65,31.30
12,13,3.00,0.30,0.10,0.90,2.35,13.07,0.92,2.60,1.08,8.78,0.15,-6.18,33.12
13,13,3.00,0.30,0.10,0.90,2.69,13.03,1.00,2.60,1.00,9.28,0.17,-6.68,34.53
14,13,3.00,0.30,0.10,0.90,3.03,12.99,1.07,2.60,0.92,9.76,0.18,-7.16,35.65
15,13,3.00,0.30,0.10,0.90,3.37,12.95,1.15,2.60,0.86,10.22,0.20,-7.62,36.49
16,13,3.00,0.30,0.10,0.90,3.70,12.92,1.23,2.60,0.81,10.66,0.22,-8.06,37.15
17,13,3.00,0.30,0.10,0.90,4.04,12.88,1.30,2.60,0.76,11.08,0.23,-8.48,37.48
18,13,3.00,0.30,0.10,0.90,4.38,12.84,1.38,2.60,0.72,11.48,0.25,-8.88,37.56
19,13,3.00,0.30,0.10,0.90,4.71,12.80,1.46,2.60,0.68,11.87,0.26,-9.27,37.49
20,13,3.00,0.30,0.10,0.90,5.05,12.77,1.53,2.60,0.65,12.24,0.28,-9.64,37.21
11,14,3.00,0.30,0.10,0.90,1.91,14.23,0.78,2.62,1.27,8.25,0.11,-5.62,34.68
12,14,3.00,0.30,0.10,0.90,2.24,14.19,0.85,2.62,1.16,8.78,0.13,-6.15,36.80
13,14,3.00,0.30,0.10,0.90,2.58,14.15,0.92,2.62,1.07,9.28,0.15,-6.66,38.52
14,14,3.00,0.30,0.10,0.90,2.92,14.11,1.00,2.62,1.00,9.76,0.17,-7.14,39.94
15,14,3.00,0.30,0.10,0.90,3.25,14.08,1.07,2.62,0.93,10.22,0.18,-7.60,41.15
16,14,3.00,0.30,0.10,0.90,3.59,14.04,1.14,2.62,0.87,10.66,0.20,-8.04,42.00
17,14,3.00,0.30,0.10,0.90,3.93,14.00,1.21,2.62,0.82,11.08,0.21,-8.46,42.59
18,14,3.00,0.30,0.10,0.90,4.26,13.97,1.28,2.62,0.77,11.48,0.23,-8.86,43.01
19,14,3.00,0.30,0.10,0.90,4.60,13.93,1.35,2.62,0.73,11.87,0.24,-9.25,43.15
20,14,3.00,0.30,0.10,0.90,4.94,13.89,1.42,2.62,0.70,12.24,0.26,-9.61,43.04
11,15,3.00,0.30,0.10,0.90,1.79,15.35,0.73,2.64,1.36,8.25,0.10,-5.60,38.03
12,15,3.00,0.30,0.10,0.90,2.13,15.31,0.80,2.64,1.25,8.78,0.12,-6.13,40.46
13,15,3.00,0.30,0.10,0.90,2.47,15.28,0.86,2.64,1.15,9.28,0.13,-6.63,42.52
14,15,3.00,0.30,0.10,0.90,2.80,15.24,0.93,2.64,1.07,9.76,0.15,-7.12,44.28
15,15,3.00,0.30,0.10,0.90,3.14,15.20,1.00,2.64,1.00,10.22,0.17,-7.58,45.70
16,15,3.00,0.30,0.10,0.90,3.48,15.16,1.06,2.64,0.93,10.66,0.18,-8.01,46.83
17,15,3.00,0.30,0.10,0.90,3.82,15.13,1.13,2.64,0.88,11.08,0.20,-8.43,47.72
18,15,3.00,0.30,0.10,0.90,4.15,15.09,1.20,2.64,0.83,11.48,0.21,-8.84,48.35
19,15,3.00,0.30,0.10,0.90,4.49,15.05,1.26,2.64,0.78,11.87,0.22,-9.22,48.73
20,15,3.00,0.30,0.10,0.90,4.83,15.01,1.33,2.64,0.75,12.24,0.24,-9.59,48.86
11,16,3.00,0.30,0.10,0.90,1.68,16.47,0.68,2.66,1.45,8.25,0.09,-5.58,41.33
12,16,3.00,0.30,0.10,0.90,2.02,16.44,0.75,2.66,1.33,8.78,0.10,-6.11,44.12
13,16,3.00,0.30,0.10,0.90,2.35,16.40,0.81,2.66,1.23,9.28,0.12,-6.61,46.50
14,16,3.00,0.30,0.10,0.90,2.69,16.36,0.87,2.66,1.14,9.76,0.14,-7.10,48.52
15,16,3.00,0.30,0.10,0.90,3.03,16.32,0.93,2.66,1.06,10.22,0.15,-7.56,50.23
16,16,3.00,0.30,0.10,0.90,3.37,16.29,1.00,2.66,1.00,10.66,0.17,-8.00,51.68
17,16,3.00,0.30,0.10,0.90,3.70,16.25,1.06,2.66,0.94,11.08,0.18,-8.42,52.83
18,16,3.00,0.30,0.10,0.90,4.04,16.21,1.12,2.66,0.88,11.48,0.19,-8.82,53.66
19,16,3.00,0.30,0.10,0.90,4.38,16.17,1.18,2.66,0.84,11.87,0.21,-9.20,54.29
20,16,3.00,0.30,0.10,0.90,4.71,16.14,1.25,2.66,0.80,12.24,0.22,-9.57,54.74
11,17,3.00,0.30,0.10,0.90,1.57,17.60,0.64,2.68,1.54,8.25,0.08,-5.56,44.64
12,17,3.00,0.30,0.10,0.90,1.91,17.56,0.70,2.68,1.41,8.78,0.09,-6.09,47.73
13,17,3.00,0.30,0.10,0.90,2.24,17.52,0.76,2.68,1.30,9.28,0.11,-6.60,50.42
14,17,3.00,0.30,0.10,0.90,2.58,17.49,0.82,2.68,1.21,9.76,0.12,-7.08,52.78
15,17,3.00,0.30,0.10,0.90,2.92,17.45,0.88,2.68,1.13,10.22,0.14,-7.54,54.77
16,17,3.00,0.30,0.10,0.90,3.25,17.41,0.94,2.68,1.06,10.66,0.15,-7.98,56.49
17,17,3.00,0.30,0.10,0.90,3.59,17.37,1.00,2.68,1.00,11.08,0.17,-8.40,57.87
18,17,3.00,0.30,0.10,0.90,3.93,17.34,1.05,2.68,0.94,11.48,0.18,-8.80,59.00
19,17,3.00,0.30,0.10,0.90,4.26,17.30,1.11,2.68,0.89,11.87,0.19,-9.19,59.91
20,17,3.00,0.30,0.10,0.90,4.60,17.26,1.17,2.68,0.85,12.24,0.21,-9.56,60.51
11,18,3.00,0.30,0.10,0.90,1.46,18.72,0.61,2.70,1.63,8.25,0.07,-5.55,47.89
12,18,3.00,0.30,0.10,0.90,1.79,18.68,0.66,2.70,1.50,8.78,0.08,-6.08,51.34
13,18,3.00,0.30,0.10,0.90,2.13,18.65,0.72,2.70,1.38,9.28,0.10,-6.58,54.35
14,18,3.00,0.30,0.10,0.90,2.47,18.61,0.77,2.70,1.28,9.76,0.11,-7.06,56.97
15,18,3.00,0.30,0.10,0.90,2.80,18.57,0.83,2.70,1.20,10.22,0.13,-7.52,59.29
16,18,3.00,0.30,0.10,0.90,3.14,18.53,0.88,2.70,1.12,10.66,0.14,-7.96,61.25
17,18,3.00,0.30,0.10,0.90,3.48,18.50,0.94,2.70,1.05,11.08,0.15,-8.38,62.93
18,18,3.00,0.30,0.10,0.90,3.82,18.46,1.00,2.70,1.00,11.48,0.17,-8.78,64.26
19,18,3.00,0.30,0.10,0.90,4.15,18.42,1.05,2.70,0.94,11.87,0.18,-9.17,65.42
20,18,3.00,0.30,0.10,0.90,4.49,18.38,1.11,2.70,0.90,12.24,0.19,-9.54,66.25
11,19,3.00,0.30,0.10,0.90,1.34,19.85,0.57,2.71,1.72,8.25,0.06,-5.53,51.27
12,19,3.00,0.30,0.10,0.90,1.68,19.81,0.63,2.71,1.58,8.78,0.07,-6.06,55.02
13,19,3.00,0.30,0.10,0.90,2.02,19.77,0.68,2.71,1.46,9.28,0.09,-6.57,58.30
14,19,3.00,0.30,0.10,0.90,2.35,19.73,0.73,2.71,1.35,9.76,0.10,-7.05,61.26
15,19,3.00,0.30,0.10,0.90,2.69,19.70,0.78,2.71,1.26,10.22,0.12,-7.51,63.87
16,19,3.00,0.30,0.10,0.90,3.03,19.66,0.84,2.71,1.18,10.66,0.13,-7.95,66.10
17,19,3.00,0.30,0.10,0.90,3.37,19.62,0.89,2.71,1.11,11.08,0.14,-8.37,68.00
18,19,3.00,0.30,0.10,0.90,3.70,19.58,0.94,2.71,1.05,11.48,0.15,-8.77,69.63
19,19,3.00,0.30,0.10,0.90,4.04,19.55,1.00,2.71,1.00,11.87,0.17,-9.16,71.03
20,19,3.00,0.30,0.10,0.90,4.38,19.51,1.05,2.71,0.95,12.24,0.18,-9.53,72.09
11,20,3.00,0.30,0.10,0.90,1.23,20.97,0.55,2.72,1.81,8.25,0.05,-5.52,54.58
12,20,3.00,0.30,0.10,0.90,1.57,20.93,0.60,2.72,1.66,8.78,0.06,-6.05,58.66
13,20,3.00,0.30,0.10,0.90,1.91,20.89,0.65,2.72,1.53,9.28,0.08,-6.55,62.25
14,20,3.00,0.30,0.10,0.90,2.24,20.86,0.70,2.72,1.42,9.76,0.09,-7.04,65.54
15,20,3.00,0.30,0.10,0.90,2.58,20.82,0.75,2.72,1.33,10.22,0.11,-7.50,68.40
16,20,3.00,0.30,0.10,0.90,2.92,20.78,0.80,2.72,1.25,10.66,0.12,-7.93,70.90
17,20,3.00,0.30,0.10,0.90,3.25,20.74,0.85,2.72,1.17,11.08,0.13,-8.35,73.10
18,20,3.00,0.30,0.10,0.90,3.59,20.71,0.90,2.72,1.11,11.48,0.14,-8.76,74.98
19,20,3.00,0.30,0.10,0.90,3.93,20.67,0.95,2.72,1.05,11.87,0.15,-9.14,76.58
20,20,3.00,0.30,0.10,0.90,4.26,20.63,1.00,2.72,1.00,12.24,0.17,-9.51,77.92
11,11,1.50,0.50,0.10,0.90,3.07,10.76,1.00,1.67,1.00,6.60,0.22,-4.92,18.95
12,11,1.50,0.50,0.10,0.90,3.76,10.69,1.09,1.67,0.91,6.92,0.26,-5.24,18.19
13,11,1.50,0.50,0.10,0.90,4.46,10.61,1.18,1.67,0.84,7.22,0.29,-5.54,17.06
14,11,1.50,0.50,0.10,0.90,5.15,10.53,1.27,1.67,0.78,7.50,0.32,-5.82,15.68
11,12,1.50,0.50,0.10,0.90,2.69,11.92,0.91,1.68,1.09,6.60,0.18,-4.91,22.70
12,12,1.50,0.50,0.10,0.90,3.38,11.84,1.00,1.68,1.00,6.92,0.22,-5.23,22.16
13,12,1.50,0.50,0.10,0.90,4.07,11.76,1.08,1.68,0.92,7.22,0.25,-5.53,21.30
14,12,1.50,0.50,0.10,0.90,4.76,11.69,1.16,1.68,0.85,7.50,0.28,-5.81,20.16
15,12,1.50,0.50,0.10,0.90,5.46,11.61,1.25,1.68,0.80,7.75,0.31,-6.07,18.66
16,12,1.50,0.50,0.10,0.90,6.15,11.53,1.33,1.68,0.75,8.00,0.34,-6.31,17.00
11,13,1.50,0.50,0.10,0.90,2.30,13.07,0.84,1.69,1.18,6.60,0.14,-4.90,26.44
12,13,1.50,0.50,0.10,0.90,3.00,13.00,0.92,1.69,1.08,6.92,0.18,-5.22,26.15
13,13,1.50,0.50,0.10,0.90,3.69,12.92,1.00,1.69,1.00,7.22,0.22,-5.52,25.52
14,13,1.50,0.50,0.10,0.90,4.38,12.84,1.07,1.69,0.92,7.50,0.25,-5.80,24.57
15,13,1.50,0.50,0.10,0.90,5.07,12.76,1.15,1.69,0.86,7.75,0.28,-6.06,23.30
16,13,1.50,0.50,0.10,0.90,5.76,12.69,1.23,1.69,0.81,8.00,0.31,-6.30,21.86
17,13,1.50,0.50,0.10,0.90,6.46,12.61,1.30,1.69,0.76,8.22,0.33,-6.53,20.07
11,14,1.50,0.50,0.10,0.90,1.92,14.23,0.78,1.70,1.27,6.60,0.11,-4.89,30.15
12,14,1.50,0.50,0.10,0.90,2.61,14.15,0.85,1.70,1.16,6.92,0.15,-5.22,30.11
13,14,1.50,0.50,0.10,0.90,3.30,14.07,0.92,1.70,1.07,7.22,0.18,-5.51,29.72
14,14,1.50,0.50,0.10,0.90,4.00,14.00,1.00,1.70,1.00,7.50,0.22,-5.79,29.00
15,14,1.50,0.50,0.10,0.90,4.69,13.92,1.07,1.70,0.93,7.75,0.25,-6.05,27.92
16,14,1.50,0.50,0.10,0.90,5.38,13.84,1.14,1.70,0.87,8.00,0.27,-6.29,26.64
17,14,1.50,0.50,0.10,0.90,6.07,13.76,1.21,1.70,0.82,8.22,0.30,-6.52,25.06
18,14,1.50,0.50,0.10,0.90,6.76,13.69,1.28,1.70,0.77,8.43,0.33,-6.73,23.31
11,15,1.50,0.50,0.10,0.90,1.53,15.38,0.73,1.70,1.36,6.60,0.09,-4.89,33.93
12,15,1.50,0.50,0.10,0.90,2.23,15.30,0.80,1.70,1.25,6.92,0.12,-5.21,34.11
13,15,1.50,0.50,0.10,0.90,2.92,15.23,0.86,1.70,1.15,7.22,0.16,-5.51,33.97
14,15,1.50,0.50,0.10,0.90,3.61,15.15,0.93,1.70,1.07,7.50,0.19,-5.79,33.46
15,15,1.50,0.50,0.10,0.90,4.30,15.07,1.00,1.70,1.00,7.75,0.22,-6.04,32.57
16,15,1.50,0.50,0.10,0.90,5.00,15.00,1.06,1.70,0.93,8.00,0.25,-6.29,31.50
17,15,1.50,0.50,0.10,0.90,5.69,14.92,1.13,1.70,0.88,8.22,0.27,-6.51,30.08
18,15,1.50,0.50,0.10,0.90,6.38,14.84,1.20,1.70,0.83,8.43,0.30,-6.72,28.46
19,15,1.50,0.50,0.10,0.90,7.07,14.76,1.26,1.70,0.78,8.63,0.32,-6.92,26.64
20,15,1.50,0.50,0.10,0.90,7.76,14.69,1.33,1.70,0.75,8.82,0.34,-7.11,24.67
11,16,1.50,0.50,0.10,0.90,1.15,16.53,0.68,1.71,1.45,6.60,0.06,-4.88,37.60
12,16,1.50,0.50,0.10,0.90,1.84,16.46,0.75,1.71,1.33,6.92,0.10,-5.20,38.08
13,16,1.50,0.50,0.10,0.90,2.53,16.38,0.81,1.71,1.23,7.22,0.13,-5.50,38.15
14,16,1.50,0.50,0.10,0.90,3.23,16.30,0.87,1.71,1.14,7.50,0.16,-5.78,37.83
15,16,1.50,0.50,0.10,0.90,3.92,16.23,0.93,1.71,1.06,7.75,0.19,-6.04,37.17
16,16,1.50,0.50,0.10,0.90,4.61,16.15,1.00,1.71,1.00,8.00,0.22,-6.28,36.29
17,16,1.50,0.50,0.10,0.90,5.30,16.07,1.06,1.71,0.94,8.22,0.24,-6.51,35.05
18,16,1.50,0.50,0.10,0.90,6.00,16.00,1.12,1.71,0.88,8.43,0.27,-6.72,33.60
19,16,1.50,0.50,0.10,0.90,6.69,15.92,1.18,1.71,0.84,8.63,0.29,-6.92,31.93
20,16,1.50,0.50,0.10,0.90,7.38,15.84,1.25,1.71,0.80,8.82,0.31,-7.10,30.07
12,17,1.50,0.50,0.10,0.90,1.46,17.61,0.70,1.71,1.41,6.92,0.07,-5.20,42.07
13,17,1.50,0.50,0.10,0.90,2.15,17.53,0.76,1.71,1.30,7.22,0.10,-5.50,42.37
14,17,1.50,0.50,0.10,0.90,2.84,17.46,0.82,1.71,1.21,7.50,0.13,-5.78,42.32
15,17,1.50,0.50,0.10,0.90,3.53,17.38,0.88,1.71,1.13,7.75,0.16,-6.03,41.82
16,17,1.50,0.50,0.10,0.90,4.23,17.30,0.94,1.71,1.06,8.00,0.19,-6.28,41.10
17,17,1.50,0.50,0.10,0.90,4.92,17.23,1.00,1.71,1.00,8.22,0.22,-6.50,40.06
18,17,1.50,0.50,0.10,0.90,5.61,17.15,1.05,1.71,0.94,8.43,0.24,-6.71,38.77
19,17,1.50,0.50,0.10,0.90,6.30,17.07,1.11,1.71,0.89,8.63,0.26,-6.91,37.26
